text	label
humane and reasonable	1
israeli government does its utmost to hamper the peace process	0
criticism	0
irresponsible	0
many thousand generously funded	1
keep alight the flame of	1
have supported	1
noble cause	1
wished	1
damages the credibility	0
not in line with	0
skillfully adapted themselves to the most difficult circumstances	1
has made some of the loudest noise	0
praised	1
promises are cheap	0
public curiosity	0
attached little value	0
rigged	0
going out onto the streets	0
individual acts of insubordination	0
refused	0
worries	0
dangerous flashpoint	0
may be disconcerted	0
inordinate behavior	0
defiant view	0
the worst mistake in the history	0
refuses	0
a valentine to the coal and oil industry	0
water tight	1
one would inevitably be reminded	0
vast	1
terrorist allies	0
probably	0
blame	0
bluntly criticize and oppose	0
to endorse	1
unfair	0
expose the cracks	0
failed coup	0
aimed at solving the issue	1
substantial challenge	0
clear and do not need further clarification or explanation	0
to criticize	0
imagine	1
endorse	1
criticisms	0
shows solidarity with the west	1
can anyone believe	0
unbearable burden	0
war on terror .	0
are not going to allow	0
suppress fury	1
widespread concerns	0
hails	1
forestalling further oil price declines	0
incomprehension	0
kill americans , get arrested , then get a pay raise from america	0
it continues to twist the logic of things by turning a blind eye to israeli murderers and describing palestinian victims as terrorists	0
are also against	0
dignity	1
march on	0
to request	1
refuses to indicate	0
no tears for tobin , but some for al - qaeda	0
well - organized participation	1
would adhere to a pluralistic vision	1
no double standards should be pursued here	0
disdaining	0
reverted	0
major fear	0
weary	0
what impressed him most	1
aggressors	0
enemies of venezuela	0
are disturbed	0
we have a common destiny	1
gone farther and farther	0
had appealed	0
not even be sufficient	0
criticism	0
fails to mention	0
protest	0
similar to those who carried out the attacks on the twin towers in new york	0
scandal of	0
the most shameful detentions in the history of post - war incarceration in the 21st century	0
as notorious as devil 's island	0
warns	0
found little to object to	0
desire for revenge	0
would not allow	0
undemocratic or uncivilized	0
axis of evil	0
aided and abetted	0
denied	0
insufficient	0
very hard time	0
incursions and atrocities of oppression israel is perpetrating	0
a revolving door	0
struggle started to annihilate turks in cyprus	0
invited	1
invitation	1
not running a recreational center	0
every oppressive or vindictive israeli action	0
the exaggeration	0
tactless actions	0
still believes	1
has sounded the alarm	0
these faces are wearing army uniforms	0
were in the right	1
covert motive	0
calls for	1
misjudgment	0
not applied for political , cultural and ideological considerations	0
but also	1
nothing other than	0
accepted	1
are increasingly concerned	0
supports	1
territorial ambition	0
this is the final nail on the government 's coffin	0
supporting	1
all agreed	1
is giving the civil rights advocates a hearty thumbs up	1
held hostage	0
to pay attention to respecting	1
imperialist forces	0
sadly	0
had anyone checked	0
was deemed	0
concrete	1
refusing to restate	0
wants to speak the language of violence	0
used to boast	1
deterioration	0
furiously lobby	1
thanks to increased public awareness and access to information	1
god is their only hope	1
first step	1
committed	1
the last thing	0
is now intolerable for the dignity	0
goat f - -	0
recommendations	1
opposition	0
have no grasp	0
hostile regime	0
opportunistic attacks on civil liberties around the world	0
refused	0
totally reasonable	1
will be cancelled out	0
every sector 's possibilities	0
so shocking	0
ending	1
such boasts	0
most cogent argument	1
will not admit	0
criticism from	0
everything good and nice	0
having put his life in danger	0
believed	0
marred by state - sponsored violence	0
hand it the bill	0
repeated reference	0
extensive and important	1
a year of a war	0
largely satisfactory and transparent	1
axis of evil	0
is diametrically opposed	0
no one we know to have planned such deeds will escape	0
defend	1
a government mouthpiece	0
in compliance	0
like to speak for	1
free and proud	1
rig	0
grave violations	0
angered	0
symptom of the 23 years of war that has devastated afghanistan	0
not in line with international standards	0
little support	0
eventually offered talks	1
dream	1
give us nothing	0
more democratic	1
has always sought	1
would never forget	0
great	1
horrific news	0
disturbingly long - term	0
ignoring	0
scourges and social ills	0
promises	1
committed	1
the biggest concern	0
m worried	0
has also expressed concern	0
sending out a clear message of peace that is loud and clear	1
tragedy	0
if tel aviv has not noticed	0
calm and a just peace	1
without	0
criticism	0
accusations	0
very abrupt	0
has held the high goal	1
exactly the opposite	0
more politely	1
such a mindset will impair	0
too good	0
even committed such an atrocious act	0
core	0
may not	0
to accept	1
increasingly critical	0
now that really would be cruel	0
have denied	0
difficult	0
are considered	0
crude example	0
heavy toll	0
condemn	0
was slandering	0
are carrying signs appealing	1
fair	1
humane	1
now more people will be able to judge	1
invited	1
economic contagion	0
cooperated closely	1
blaming	0
axis of evil	0
would win	1
find ourselves unable to endorse	0
has called on	1
is determined	1
major campaign of retribution	0
impartial	1
fears	0
likely just an aggravating factor	0
were approved	1
quick to say	0
as if not enough	0
current priority	1
pretext	0
was perceived	0
railing	0
advanced a mendacious critique	0
scenes of anarchy	0
came forward opposing	0
complete with walls and razor wire	0
can be difficult	0
subscribes	1
not too bad either	1
hurt	0
dignity	1
plotting	0
would like to tell	1
have interests	1
corrupt politicians	0
even more serious	0
a nonsense term	0
denies	0
power sharing	0
is accused	0
certainly called for	1
admit	0
will	1
thanked	1
want	1
will not withdraw	0
those who bet on the dollar will lose	0
were opposed	0
scared	0
enormous implications	0
feeling sorry	0
that regard	1
longed for	1
feel	0
protests and demonstrations	0
inept , abusive and authoritarian government	0
accuses	0
more dangerous	0
cut any routes	0
accepted	1
good	1
cold war heritage	0
were in line with	1
democracy , transparency , and corruption - free system	1
countries such as iran , iraq and north korea represent an ``axis of evil	0
fear	0
referred to	0
israeli aggressors	0
support	1
after the collapse of all their arguments	0
very negative	0
scandals	0
has denounced	0
is also the most risky	0
refuses	0
believes	1
immediately attacked	0
no qualifications and face	0
desire	1
angry	0
instrumental	0
critics	0
free hand	1
support	1
a valentine 's day gift for the polluters	0
introduce the rioters to their 72 black - eyed virgins	0
resulted in many people being killed or tortured that did n't need to be	0
unwilling	0
to be enemies	0
long refused	0
more quickly	1
incomprehensible	0
is not credible	0
are concerned	0
improved	1
accused	0
	0
are gunning down innocent people on daily basis	0
still meaningful	1
running my ass off chasing you guys around	0
a number of useful applications	1
message and warning by	0
undermine	0
in hell	0
should not tolerate	0
taken the israeli government and consequently both the israeli and palestinian peoples hostage	0
strong opposition	0
the hope	1
just peace	1
violent	0
plan	1
loyal	1
in whose chests the fire of anger is blazing	0
were terribly dismayed	0
very useful	1
radical	0
have advocated	1
was equally critical	0
poor	0
abuse its position	0
oddly enough	0
brings back bad memories	0
tragic and shocking	0
not devoid of slips of the tongue	0
firm support	1
the possible risks facing indonesia	0
hugging	1
feel	0
bold and fair	1
unimpressed	0
hoping	1
sneering	0
threatens	0
warned	0
only got worse	0
have also aggravated	0
to cut costs	1
agreed	1
remains optimistic	1
says with a bright smile	1
want	1
secret	0
refused to send	0
are the violators of human rights	0
ensured	1
the ire of	0
uncertainty	0
criticism	0
legitimate	1
end of its colonialist occupation	0
are being forced	0
taking advantage of	0
dignity and honor	1
eroding	0
is being criticized	0
raise questions	0
would incur its displeasure	0
rip - off	0
violating human rights	0
inevitable chaos and war	0
powder keg	0
that makes them about as dangerous as a person can be in modern times	0
is critical	0
welcomed	1
double standard	0
voter intimidation , last - minute election - law changes , and outright fraud	0
earned the most	1
palestinians are bent on destroying	0
thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage	0
most cost - effective	1
still wants	1
good starting point	1
ostracising	0
declining to endorse	0
has but disappeared	0
o'keefe jumps with both feet into this fiscal morass	0
unilateral	0
endorsed	1
justice and recognition	1
accused	0
not satisfied	0
is particularly opposed	0
went the length of staging the farce	0
stiffest opposition	0
the hardest of the hard core	0
numerous serious abuses	0
will make an important contribution	1
terrible	0
hold the course of democracy dear	1
suspected	0
right - wing	0
far preferable	1
they discredit the usa	0
wanting	1
disapproval	0
strategy of suppression	0
given sharon a free hand	1
targeting them one by one	0
whoever says that these are small steps is incapable of recognizing the european union 's experience	0
urging	1
did not agree	0
are extremely concerned	0
refusing	0
that was horrible	0
are masterminded	0
succumbing	0
they 're a pain in the ass	0
were honest	1
inhumane	0
ca n't help but wonder	0
this objective	1
free and fair ballot will remain a mirage	0
strictly abide	1they will find themselves on inhospitable ground	0
everything depends	0
continued growth	1
tough policy	0
it 's not a bad deal	0
want nothing	1
valued ally and friend	1
spread peace	1
champion	1
turning a blind eye	0
inaccurate and fabricated	0
human rights violations	0
indifferent institutions	0
without any international legitimacy	0
evil empire	0
refrains from mentioning	0
backlash of adverse reactions	0
camp x - ray	0
aggressive policy	0
meaningless	0
not true	0
settle the accounts	0
dismantling , destroying and demoralizing	0
most radical israeli hardliners	0
expresses the concern	0
provocation	0
remember	1
advocated	1
pursuit of its global agenda	1
were insulting to the palestinians	0
axis of evil rhetoric	0
like a dangerous virus	0
devastating consequence	0
severely endangered	0
i am a jailed president	0
in such a complex state	0
most importantly constructive and positive	1
criticized	0
political warning must be heeded	0
catastrophe	0
will be asked	1
logical solution	1
to openly confront	0
called for	1
occupy illegally	0
x - ray prison camp	0
fully back	1
affected by the lackluster economy	0
refused	0
deemed	0
not a basket case	0
evil - doers	0
positive	1
objections	0
went it alone	0
reaffirmed	1
but not	0
does not reflect	0
do not proceed to condemn them	0
to express openly dissenting political and religious views	0
the concern	0
is happy to see	1
this is not a reverse , it 's actually an advance	1
have courage	1
rigged	0
take revenge	0
bit more dangerous	0
pretence of a vicious war	0
favored	1
uses a double standard in its definition of terrorism	0
responsible for zimbabwe 's crisis	0
yet	0
allow for a free and fair presidential election	1
wants	1
is running so scared	0
support	1
set out	1
expand peace and security	1
typical texan mentality	0
or even eliminated	1
adopt	1
want	1
enormous injustice	0
axis of evil	0
promised	1
can not afford	0
if i let it get to me	0
epoch - making	1
axis of evil	0
forced exodus of hundreds of thousands	0
to honor	1
had argued	0
work for peace	1
really abuse human rights	0
express concerns	0
had all thought	1
americans are good ,	0
urge	1
they rubbed their palms at length	0
insincerely	0
fairly	1
threat to its security	0
patriotic	1
rigged	0
was quick to give assurances	1
wanted	1
not based on fears	1
slowly growing weaker	0
axis of evil	0
policy of provocation	0
disapprove	0
arbitrarily	0
came to anderson 's support	1
single - handedly destroyed	0
ulterior motives	0
create uncertainties	0
the 'axis of evil	0
have been critical of	0
threaten our society	0
humane	1
committing themselves	1
rejected	0
why should	0
treason	0
cheated	0
expressed satisfaction	1
feared	0
have been signed to promote	1
to dictate	0
the doubts	0
cautioned	0
blow to	1
imperialists	0
contrary opinions	0
invite	1
under the indifferent gaze	0
still smarting	0
feared	0
delighted	1
believes in	1
people arrested on the battlefield	0
agreement	0
was unwise enough	0
prejudices	0
recklessly picked on our country	0
full support	1
condemned	0
want	1
very dangerous	0
adopted a resolution	1
so that	1
other nations may try to do the same in less dire times	0
friendly	1
sat back with arms folded would have made us all hostages	0
most glaring	0
are needed	0
disqualify him	0
shift loosely between the u . s . polity and people	0
reiterated	1
having opted for	1
according to washington 's claim	0
have it better here	1
in the name of self - righteousness	0
no to negotiations	0
evade its responsibility	0
are outraged	0
whatever that is	0
sought	1
deliberately	0
wanted	1
a vassal state	0
has been somehow respected	1
wise campaign strategy	1
are only	0
whether the global ban on torture can be abused on that account is another matter	0
to deny them an appeal before court of law	0
declined to endorse	0
to attack palestinian ambulances and kill medical teams	0
running as a hopeful	1
voiced concern	0
left behind	1
islamabad is pretending they do not exist	0
but the alternatives are worse	0
peaceful	1
resistance	1
do not agree	0
never stopped to consider	0
the military great power	1
work with all my might	1
devastating	0
reckon	1
are even less happy	0
do not want to yield	0
slaughter of more than	0
celebrate	1
dissatisfaction	0
accused	0
does not reflect	0
every sign of intimidation	0
responsible for the country 's problems	0
had likely deteriorated beyond repair	0
adverse report	0
fend off	0
to ask	1
axis of evil	0
can feel free	1
the distress	0
israel 's atrocities	0
unconditionally	1
just	1
ruinous mistake	0
put his nation first	1
was pleased	1
devastating	0
betrayal	0
how capricious	0
stolen	0
will devote themselves	1
rigged	0
concern	0
is very concerned	0
practically no hospital medical attention	0
real increase	0
as a guarantee of stability	1
it could become a reference	0
incessant irritant	0
success	1
objectively	1
children skipping school	0
truly inconceivable	0
might have been more controllable then	1
ever addicted to conspiracy theories	0
firm national palestinian rights	1
to mould the electoral process in his favour	0
exaggerated	0
waging a ruthless war against	0
hardly anyone	0
thousands of innocent people	0
will only	0
interested	1
have welcomed	1
communiques and relevant commitments	1
committing wrong - doings	0
pleased	1
will contaminate	0
meddle	0
desperate	0
wooed	0
accommodate	1
support	1
such us policy	0
above suspicion	1
agree	0
are feeling	0
favorably	1
mistake	0
these fighters in rags , haggard , who were the survivors of weeks of bombing	0
justice always finds support and sympathy	1
litany	0
much more can be accomplished	1
would be a positive development	1
called for	1
potential problem	0
hoped	1
most vicious war maniac	0
called	0
chaos bordering on a binge of wanton killing	0
vicious remarks that called	0
charges	0
is floundering	0
for fear of	0
taking action against	0
more leisurely pace	1
in metal cages named detention centres	0
widely despised	0
it 's a proud freedom day	1
want to make sure	1
a real problem	0
fleeing from injustice and totalitarianism	0
axis of evil	0
has vowed	1
immediate exploitation	0
until ex - president carlos menem changed course	1
double standards	0
these goals	1
tacitly agreeing to ignore	0
harsh	0
ugly travesty	0
emptiness	0
out now	0
supremacy of	1
was neither free nor fair	0
weakening	0
greatly improved	1
hope	0
must be banned	0
put itself in a difficult position	0
fair settlement	1
the principles of kyoto were fine	1
strike	0
the world has heated up a notch	0
more credible	1
questioned	0
relentlessly demonstrated	0
represents the pessimistic outlook	0
take what you can while you can	0
preservation of democracy and human rights	1
allegations of	0
hoped	1
supported	1
will not respect	0
reflects widespread disgust	0
protecting	1
feared	0
am afraid	0
never an encouraging word if	0
in spite of the good offices	0
the new enemy of america	0
certain excesses	0
defenders of the world poor	1
no master of eloquence	0
violated human rights	0
may still hope	1
were protesting	0
will work non - stop	1
get out ! .	0
take advantage of the us tragedy	0
business - as - usual	0
brilliant , full of strength and eloquence	1
commendable	1
had expressed opposition	0
arrogance of power	0
has vowed	1
sought	1
a strong hope	1
is self - inflicted	0
costly burden	0
attacks	0
are enthusiastic	1
has pursued	1
value	1
who brag	0
defends	1
never enabled	0
grave civilian suffering	0
ignored	0
upholder of justice	1
a peaceful environment	1
despite	0
psychology of maintaining us supremacy	0
very forthcoming	1
keeping its good and evil from everyone else	1
lack of sincerity	0
oppressive measures and activities	0
is considered	1
have severed ties	0
accused	0
plotting	0
apparently thought	1
impose	0
could support	0
refused to discuss	0
turning the whole world upside down	0
as enemies	0
condemnation	0
morgan tsvangirai with trying to kill him	0
is becoming increasingly reckless	0
have made a great progress	1
threat	0
has refused to make any statements	0
accused	0
political disadvantage	0
categorized	0
have damaged	0
want	1
had not been willing	0
fear	0
charged	0
made pronouncements against	0
rebuffed	0
political stances that are totally biased	1
endorsed	1
readiness to establish a just peace	1
has been requested	1
declared	1
signaling a toughening policy	0
attitude	0
get away with bad policymaking	0
asked	1
abusive language	0
to respect or recognise	0
renegade	0
denied its citizens their legitimate rights	0
to promote	1
turning a new leaf toward fruitful negotiations leading to a just peace	1
jubilant	1
risked the full weight of the law	0
have the benefit	1
it 's not their ( britain 's ) right or responsibility	0
very well defined and perverse	0
peaceful	1
crimes of war	0
negative reports	0
wanting	1
has still put space exploration as a top priority	1
provoke	0
purported	0
tending to express itself outside of any institutional control	0
only benefits corporate america	0
did not sound the alarm in time	0
was substantial concern	0
they should be brought to justice	1
suggests a return to the old days	0
favorite of	1
allegedly threatening	0
criticizes	0
infamy against civilization	0
deepening	1
several different disputes	0
not useful	0
the model to follow	0
invitation	1
could cause great misfortune	0
seeks	1
is to allow the growth of a dangerous focus	0
we should remain calm	1
however	0
has struck friendships	1
brutal	0
is happy	0
richest	1
responsible for	0
such an excuse	0
calling for	1
do n't care	0
support	1
enormous	1
targeted killing	0
deny	0
another diversionary tactic	0
want	1
premature	0
can at best	1
had caused the demise	0
were ill - received	0
like any form of state terrorism	0
decisive breakthrough	1
has not achieved	0
resumed their anti - american tirade	0
came to the support of	1
has accused	0
warned	0
will never tolerate	0
tilted in favor of	1
expressed support	1
the concern	0
absolutely the right thing to do	1
has warned	0
violations or shortcomings	0
would therefore not be an impartial observer	0
free fall	0
testimony of	1
is intolerant	0
not much better	0
eagerly awaited	1
day one : brian decides it 's finally time to learn how to diaper the baby	0
threatened	0
seems to be determined to expand the scope of the anti - terror war	0
calls for	1
punishment	0
toasted	1
arduous negotiations	0
not selective	1
all out	1
the sole purpose	0
disregard	0
head off an explosive growth	1
observed ironically	0
humanely	1
smooth - flowing	1
with a sigh	0
hardly ring true	0
vowed	0
considers	1
struggled to defend	0
tensions between	0
protest	0
toughs	0
reaps all the benefits of mock globalisation	0
great shock and sorrow	0
injured scores	0
considered	0
made too many enemies	0
something else	0
the refusal	0
hated yankees	0
exploiting	0
to polish their own image	0
the twin towers of new york may not have collapsed	1
sought	1
miscalculate	0
remarks calling	0
led to massive riots	0
largest illusion	0
intimidate	0
victory of justice and freedom	1
alleged rights violations	0
no longer works	0
monstrous criminal outrage	0
was seen	0
no more than an improved carbon copy	0
commits a crime	0
frighten	0
i 'm up to my ears	0
has supported	1
fully grasp	1
do not sincerely share the values	0
long called for	1
cornered	0
meaningful action now	1
great leader	1
work better than anything i 've seen so far	1
as bad as the prospects of change seem to be	0
disrupt	0
universal character of the prophets	1
code of not publicly criticizing	0
pretended to be abiding by the decision	0
destroy the very foundations of the west	0
agreed	1
should be fully guaranteed	1
discontent	0
voluntary	1
compounded the problem	0
differ	0
for punitive action	0
beginning of a real era of peace	1
defying	0
he throws law , order and legitimacy to the wind	0
intense legal wrangling	0
cautioned	0
to stem the roots of terrorism	1
total disengagement	1
has refused	0
free and fair	1
refusal to accept	0
the criticism	0
became concerned	0
the biggest	0
agreed	1
prime targets	0
begin to feel	1
well recognized	1
not reproachable	1
concerns	0
pays no attention	0
treated with respect	1
ban on holidays and a golden retirement	0
desperate hatred	0
has voiced his approval	1
has put himself into	0
the invitation of kingmakers to accept the crown	1
pleasure displayed	1
want	1
the success of the rio conference	1
dissent	0
flawed	0
the rights and privileges that they would automatically get under geneva convention	0
due regard	1
despots around the world will know how to exploit	0
no longer quite ready to follow	0
want	1
mere expression of failure	0
among the countries that have pledged	1
would accept	1
feels uneasy	0
endorsement	1
remarkable	1
from upholding religious and cultural values	1
too many restrictions	0
murder all of us	0
looking radiant	1
supporting	1
living in fear	0
positive	1
were also appealing	1
the most bizarre twist	0
legitimate	1
quite the contrary	0
intended	0
significant	0
refused to apologize	0
losing his party 's support	0
respect	1
the greatest evil	0
good education system	1
hardly elastic enough	0
blind and murderous rage	0
ideology was explicitly embraced	1
either they fail outright	0
war freak	0
criticism	0
weak , developing nation	0
berating	0
frigid	0
in vain	0
marred	0
seems to be creating a legal limbo	0
accusations	0
arguing	1
one body with two heads	0
have seen such suffering	0
sent packing	0
could no longer tolerate	0
true reflection	1
embrace of the past	1
unlawful combatants	0
failure	0
confused	0
absurd	0
no politically prudent	0
promoter , stabilizer and balancer	1
with guns , bombs and soldiers	0
restraint	1
venezuela 's friends	1
put an end to sensitivities , hatred , and injustice	1
maybe	1
one palestinian population center after another	0
to accept	1
backing	1
at best	0
filled with repression	0
condemn	0
american pressure	0
arresting innocent citizens	0
tough blow	0
which means an indefinite suspension from the commonwealth , a ban on travel for mugabe 's cronies and to freeze their personal assets	0
will never accept	0
wanted	1
for his contribution to science and africa 's renaissance	1
evil	0
to the healthy development of sino - us relations	1
expose all venezuelans to national and international ridicule	0
beautiful historic coincidence	1
accuses	0
decided	0
warned in its annual global survey	0
congratulated	1
supporting	1
such remarks	0
squandered	0
expected	0
emphasized	1
politician incapable of controlling the palestinian suicide bombers	0
debate	0
hardly	0
axis of evil	0
endorsed and supported by	1
brutalised	0
has greatly annoyed	0
violence and intimidation	0
support	1
claims	0
hopefully	1
no one , however , is giving a hearty thumbs up to mr . tobin	0
great	1
provocative	0
even outbade	0
enormous	0
harsh criticism	0
be willing	1
satisfactorily	1
calls on	1
drew flak from	0
is interested	1
but also above	0
rigged the poll in favor of	0
sending out a clear message of peace	1
ambitious	1
successful so far	0
do n't want	0
angrily rejected	0
believe	1
support or toleration	1
hopes	1
disastrous consequences	0
charged	0
finally entered a dangerous stage	0
at the expense	0
without effective	0
great fanfare	0
what happened in bosnia herzegovina is being repeated on a larger scale	0
are not satisfied with	0
support	1
i say to myself , 'would we allow that , if canadian troops were taken	0
fails	0
vowed	1
must avoid	0
irked	0
accusing	0
victory of democracy	1
condemnation	0
the crisis is in a bind	0
those who would destroy it	0
state - sponsored	0
exalted	1
would be a reluctant financial firefighter	0
dislike	0
if that is what you can call them	0
hoped	1
bush 's axis of evil rhetoric	0
frustrated	0
wwanted	1
fundamentally flawed	0
should be tried by an international tribunal	0
intimidation	0
criticism	0
warn	0
anti - us sentiment	0
is inhumane	0
the failure to discuss	0
apprehensions	0
nod to	1
no one has the right to wage war against the history of this nation	0
prosperity	1
our usama bin ladin	0
backing away	0
locked in a verbal war	0
strictly abide	1
in our good [ human rights ] record	1
despite	0
against	0
are less alarming	0
wish	1
wilfully ignoring geneva conventions	0
u . s . domination	0
finds	1
just about every shady tactic in the book	0
the leap into the void	0
has been widely criticized	0
illegal	0
had repeatedly asked	1
wanted	1
has been invited	1
violate	0
fraud	0
patchwork	0
desperation of the people	0
aggressive	0
supporting	1
no country	0
bold	1
frustrate as many voters as you can	0
always follows its interests	0
a very sad day	0
making liberal use of the but construction	0
hoped	1
deny	0
because he is not part of the non - wasp humanity	0
we were soft	0
millions of people will have to leave their homes	0
has pointedly remarked	0
excessively harsh	0
concerned	0
colonialism	0
discrediting	0
most widespread protest	0
must not act as if it is venting its personal grudge	0
oppose	0
have the final say	0
one of the most successful	1
to maintain calm , to keep faith , to continue working on the road toward democracy , freedom and peace	1
will be lower	1
rogue states	0
long urged	1
celebration ,	0
muscle - flexing	0
respected	1
could be damaged	0
spent their leisure time back in afghanistan skinning captives alive	0
his band of thugs that have brutalized the people of zimbabwe	0
as bad a human rights record as	0
was criticized	0
remarkable	1
defiant	0
agreeable	1
not going to let it go	0
evildoer	0
criticism	0
were blown up by ammunition	0
have hotly denied	0
is almost impossible	0
war on	0
expressed a stance	0
accused	0
a terrific example of how to violate international laws and human rights	0
back to square one	0
is worrying	0
would be better off	1
tens of thousands	0
like wild beasts	0
need for the palestinian people to regain their freedom and independence	1
accuse	0
marched against	0
threatened	0
supports	1
blamed	0
are known for being negative	0
it does not matter	0
over something as petty as envy	0
wanted to argue	0
axis of evil	0
deserves condemnation	0
disagrees	0
until the imf brought them to the point of death	0
has no consensus	0
independent	1
should be penalised	0
enemies	0
renunciation of its mentality of domination and expansion , which have caused calamities and catastrophes in the past five decades	0
or think they know	0
unilateralist overdrive	0
are being treated humanely	1
very substantial	0
perfectly at ease	1
charge	0
almost certain	0
may have erred	0
has been on edge	0
called on	1
loud opposition	0
legitimate	1
all around us	0
not only above	0
does not care	0
a catastrophe would engulf every country	0
turn it again into an irritant	0
legitimate	1
then	1
tone down	1
not subject to the get - out - of - jail escape hatches	1
unilateral policy does not identify any limits for itself	0
inhuman	0
the rioting	0
enemy	0
irregularities	0
will be able	1
with full respect for	1
not committing	0
support	1
is n't exactly clear	0
will be an increasing number	0
has not once	0
interests	1
suspicions	0
no one wept over him	0
concerns	0
peace be upon him	1
clinging to a new conspiracy	0
criticism	0
totally unrealistic budget was prepared	0
would act in a very constructive manner	1
excuses	0
necessary evil	0
urged	1
strongly objected	0
lack of understanding and tolerance	0
will weaken soon	0
claiming	1
was shocked	0
also realistic	1
superior	0
condemned	0
the war maniacs	0
ugliest crimes	0
compatriots	1
somewhat less sharp	1
baby - faced	0
instead of	0
completely violated	0
concerns	0
refuses to bow	0
state of stagnation	0
poured all kinds of abusive words	0
breakdown	0
it is unacceptable for canada to allow any ambiguity in policy	0
feel very strongly	0
are still worried	0
so overshadowed by the secretary 's rock star aura	0
is based on injustice	0
accused	0
forthright disregard for	0
has rejected	0
will	1
like	1
unacceptable	0
work hard and with honesty	1
that may be so	1
would only incite	0
appeared to be a show of force	0
mimic	0
the worst	0
compromising	1
vigorously lobby	0
with much intensity	1
inevitably	0
will be with	1
was naive	0
are being well treated	1
leaves plenty to be desired	0
factually inaccurate	0
fundamentally flawed	0
discourage	0
would be accepted	1
fear	0
deeply flawed	0
stuck in the middle	0
criticisms	0
harms	0
dump	0
some questionable aspects	0
are eagerly awaiting	1
enthusiastically asked	1
somewhat softens its tone	1
had been marred	0
in a limp cruise - director chirp	0
has been unscathed by scandals	1
warned	0
that four shots would solve the problem	0
supports	1
a traitor	0
accomplice in the destruction	0
several occasions	0
a promotion of us values to china	1
supporting	1
called for	1
cooperate	1
confounding right and wrong	0
is fully biased to israel	1
maintained a positive stance	1
accuses	0
supports	1
inhumanely	0
fudged	0
concerns	0
was martyred	0
settlement battle	0
advantages	1
if he steals	0
fierce competition	0
recognizes	0
flawed	0
tactful political manoeuvring	0
pro - american	1
have shown reluctance	0
not a price worth paying	0
strong criticism	0
its self - seeking manipulation	0
invisible	0
that 's exactly what duhalde most lacks	0
can prevent	1
stand beside right and justice	1
blindly accepting	0
alienated	0
did not stop	1
just have to bash	0
the ideal of a world kingdom	0
an attempt to satisfy a primitive thirst for revenge	0
breaks your heart	0
china 's tremendous development potential	1
corruption	0
see reason	1
protestations	0
will push for	1
never apologized	0
spewed out	0
he should receive a vote of confidence	1
thanks to	0
will rise against	0
liberators	1
interests	1
fears	0
see	0
the desire	1
to encourage	1
viable	1
would be protesting	0
demonstrates strong commitments	1
wounding palestinians without hesitation	0
its backing	1
were immediately contested	0
long dominated	0
fiercely condemned by	0
would want	1
was condemned	0
clashed violently	0
very large	0
very exciting	1
has just ratified	1
acted in collusion	0
accused of	0
not in keeping with	0
if painful	0
had moments of terror	0
doubtful	0
would not solve the problem	0
would beg for surrender	0
in the lurch	0
one must not confuse justice and vengeance ,	0
has quite a sharp insight	1
short but tumultuous	0
suggested	1
in a statement welcomes	1
another example	0
legitimate	1
has encouraged	0
that chavez has to be killed	0
bitter destruction	0
to teach everyone , the british first	0
wants to maintain	1
accused	0
more muted and often self - satisfied	0
view	0
more serious with the passage of time	0
massacre	0
claims	0
refusal	0
may all hope	1
end of the era of violence and counterviolence	1
express their concern	0
injustice can not last long	0
attempts to use the anti - terror war to play with political party politics	0
suspected	0
extremely well prepared	1
reliable	1
warned	0
the common enemy	0
preach democracy to the entire planet	0
were widely criticized	0
because of the misguided	0
rather tarnished	0
looked to	1
self - styled	0
clucked and shook his head	0
something special , as god 's own country .	1
interference	0
profess relief	1
make this request	1
current extremely perilous situation	0
they 're terrorists , they 're murderers	0
legal protection and backing	0
must warn	0
issuing denials	0
for perishing	0
to raise the problem	0
commitment	1
appreciating	1
crusader	0
cherished	1
but not democratic legitimacy	0
would undermine	0
thanked	1
new milestone	1
feeling of uncertainty	0
staunch supporter	1
undermine	0
values	1
very unfavorable impact on relations	0
shut away	0
failed to give any positive response	0
promotes	1
instigating	0
politically very difficult	0
time and time again	0
feel	0
does not wish	0
the first chance they get	0
argentine proportions	0
stipulated	0
part of an axis of evil any country which does not follow the its policies	0
opinion	1
scupper any hope	0
meaningless	0
would like to request	1
should serve as a warning	0
according to americans , this sort of humanity does not qualify for any of the laws	0
wish to express our solidarity	1
anticipated	1
claiming	0
encourage	1
may not be what everyone wants	0
grim statistics trotted out	0
would like	1
advice was issued	1
spoke out against	0
unity	1
more dynamic	1
legitimate	1
condemned	0
a land of freedom and opportunity	1
considers	0
the rioting	0
not viable	0
such regimes	0
warned	0
could enter a state of social rebellion	0
axis of evil	0
entitled at all times to decent treatment	1
incommunicado	0
so - called	0
hope	1
heresy	0
aligned themselves	0
sent a letter of protest	0
last - ditch	0
appears to have opted for solidarity in support of	1
interest	1
may squander the american taxpayer 's money	0
abandon	0
seizes a weeping globe in his monster - size hands	0
hoped	1
sets a dangerous precedent	0
sharply criticized	0
it did not apply even to black people held in jail in the southern united states until a few years ago	0
a forerunner in the sphere of human rights in the world	1
absence of democracy	0
to threaten the stability and security of the world	0
getting on the nerves	0
great people	1
failed	1
can not condone more than anything	0
wrongful and illegitimate	0
preferring to concentrate	1
called on saturday for	1
